LOCATION,Country,VAR,Variable ,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Internet,Flag Codes,Flags
FIN,Finland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,31.063,,
FIN,Finland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,31.045,,
FIN,Finland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,31.008,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,30.545,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,30.545,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,32.662,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,31.536,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,32.662,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,34.803,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,33.891,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,34.803,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,36.537,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,35.69,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,36.537,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,37.799,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,37.163,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,37.799,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,39.171,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,38.501,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,39.171,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,40.374,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,39.626,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,40.374,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,41.486,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,40.915,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,41.486,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,43.011,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,42.048,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,43.011,,
FRA,France,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,42.87,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,31.034,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,31.034,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,32.587,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,31.897,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,32.587,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,33.917,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,33.244,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,33.917,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,34.728,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,34.524,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,34.728,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,35.493,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,35.218,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,35.493,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,36.517,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,36.099,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,36.517,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,37.592,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,37.173,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,37.592,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,38.698,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,38.411,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,38.698,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,40.205,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,39.502,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,40.205,,
DEU,Germany,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,40.683,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,17.256,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,17.256,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,20.255,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,18.953,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,20.255,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,22.191,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,21.144,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,22.191,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,24.35,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,23.056,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,24.35,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,26.568,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,25.324,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,26.568,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,28.975,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,27.602,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,28.975,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,31.781,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,30.573,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,31.781,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,33.563,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,32.541,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,33.563,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,35.291,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,34.214,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,35.291,,
GRC,Greece,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,36.122,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,18.76,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,18.76,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,20.578,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,19.636,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,20.578,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,21.975,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,21.354,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,21.975,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,22.994,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,22.282,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,22.994,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,24.271,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,23.458,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,24.271,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,26.155,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,25.044,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,26.155,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,27.622,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,26.885,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,27.622,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,28.679,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,28.095,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,28.679,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,30.206,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,29.299,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,30.206,,
HUN,Hungary,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,30.652,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,33.544,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,33.544,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,34.343,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,33.957,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,34.343,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,34.979,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,34.297,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,34.979,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,35.366,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,34.817,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,35.366,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,36.278,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,35.647,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,36.278,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,36.627,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,36.012,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,36.627,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,37.617,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,37.23,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,37.617,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,38.17,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,37.774,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,38.17,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,38.897,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,38.799,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,38.897,,
ISL,Iceland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,39.277,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,21.188,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,21.188,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,22.369,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,21.732,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,22.369,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,23.387,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,22.909,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,23.387,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,24.189,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,23.681,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,24.189,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,25.741,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,24.823,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,25.741,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,27.056,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,26.538,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,27.056,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,27.883,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,27.541,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,27.883,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,28.642,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,28.34,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,28.642,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,29.128,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,29.038,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,29.128,,
IRL,Ireland,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,29.425,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,20.278,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,20.278,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,21.826,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,21.573,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,21.826,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,22.507,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,22.59,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,22.507,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,22.809,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,22.607,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,22.809,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,23.094,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,23.134,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,23.094,,
