TL,Territory Level and Typology,REG_ID,Region,VAR,Indicator,SEX,Gender,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Urban,Flag Codes,Flags
1_PU,  Country - predominantly urban regions,GRC,Greece,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,46.01,,
1_PU,  Country - predominantly urban regions,GRC,Greece,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,45.83,,
1_PU,  Country - predominantly urban regions,GRC,Greece,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,45.64,,
1_PU,  Country - predominantly urban regions,GRC,Greece,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,45.5,,
1_PU,  Country - predominantly urban regions,GRC,Greece,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,45.36,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,17.82,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,17.25,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,17.1,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,16.95,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,16.86,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,16.81,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,16.85,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,16.85,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,16.95,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,17.07,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,17.19,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,17.36,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,17.39,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,17.52,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,17.66,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,17.83,,
1_PU,  Country - predominantly urban regions,HUN,Hungary,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,17.9,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,28.97,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,28.84,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,28.7,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,28.52,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,28.34,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,28.13,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,27.99,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,28.09,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,27.98,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,27.8,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,27.68,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,27.59,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,27.48,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,27.43,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,27.63,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,27.97,,
1_PU,  Country - predominantly urban regions,IRL,Ireland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,28.17,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,73.37,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,73.41,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,73.33,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,73.35,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,73.36,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,73.39,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,73.45,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,73.51,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,73.58,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,73.66,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,73.73,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,73.81,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,73.89,,
1_PU,  Country - predominantly urban regions,NLD,Netherlands,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,73.98,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,27.63,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,27.66,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,27.77,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,27.87,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,27.98,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,28.15,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,28.34,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,28.55,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,28.75,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,28.96,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,29.1,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,29.25,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,29.43,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,29.56,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,29.68,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,29.86,,
1_PU,  Country - predominantly urban regions,NOR,Norway,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,30.03,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,27.23,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,27.15,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,27.09,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,27.03,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,26.98,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,26.93,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,26.89,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,26.84,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,26.79,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,26.73,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,26.54,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,26.51,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,26.49,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,26.46,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,26.46,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,26.46,,
1_PU,  Country - predominantly urban regions,POL,Poland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,26.47,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,42.73,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,42.73,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,42.72,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,42.71,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,42.65,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,42.53,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,42.43,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,42.29,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,42.21,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,42.17,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,42.16,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,42.17,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,42.15,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,42.12,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,42.11,,
1_PU,  Country - predominantly urban regions,USA,United States,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,42.07,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,67.96,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,67.82,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,67.7,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,67.57,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,67.51,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,67.52,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,67.53,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,67.56,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,67.58,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,67.66,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,67.71,,
1_PU,  Country - predominantly urban regions,ISR,Israel,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,67.69,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,47.61,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,47.57,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,47.51,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,47.44,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,47.45,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,47.42,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,47.41,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,47.34,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,47.28,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,47.31,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,47.36,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,47.4,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,47.42,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,47.79,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,47.84,,
1_PU,  Country - predominantly urban regions,ITA,Italy,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,47.87,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,54.49,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,54.6,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,54.72,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,54.84,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,54.95,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,55.18,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,55.33,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,55.5,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,55.67,,
